dataset,pair_index,clean_id,corrupted_id,clean_label,corrupted_label,clean_text,corrupted_text,clean_text_repr,corrupted_text_repr,clean_utf8_hex,corrupted_utf8_hex,clean_sha256,corrupted_sha256,clean_token_ids,corrupted_token_ids,clean_num_tokens,corrupted_num_tokens,equal_token_length,clean_source_text,corrupted_source_text,binarization_method,pythia_correct
toy_train,0,toy-train-pos-000,toy-train-neg-000,1,0,"I thought this movie was adequate, I enjoyed it. 
Conclusion: This movie is","I thought this movie was annoying, I hated it. 
Conclusion: This movie is","'I thought this movie was adequate, I enjoyed it. \nConclusion: This movie is'","'I thought this movie was annoying, I hated it. \nConclusion: This movie is'",492074686f756768742074686973206d6f766965207761732061646571756174652c204920656e6a6f7965642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,492074686f756768742074686973206d6f7669652077617320616e6e6f79696e672c20492068617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,777f8c5e413237085c99ea450a6c9ea268e90d1ae718cecf42d006bdb8615e95,958748e6949c4945f6f9f841d496397aeec200c07eaa7457df3ce7e1308c9859,"[40, 3381, 419, 5700, 572, 25532, 11, 358, 14006, 432, 13, 715, 43434, 25, 1096, 5700, 374]","[40, 3381, 419, 5700, 572, 29831, 11, 358, 37574, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,17,True,,,,
toy_train,1,toy-train-neg-000,toy-train-pos-001,0,1,"I thought this movie was annoying, I hated it. 
Conclusion: This movie is","I thought this movie was amazing, I loved it. 
Conclusion: This movie is","'I thought this movie was annoying, I hated it. \nConclusion: This movie is'","'I thought this movie was amazing, I loved it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320616e6e6f79696e672c20492068617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,492074686f756768742074686973206d6f7669652077617320616d617a696e672c2049206c6f7665642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,958748e6949c4945f6f9f841d496397aeec200c07eaa7457df3ce7e1308c9859,2f3aaecef7f086c9bfd26b85a34ecdc5640448a071c16e9f2b05648608f2b130,"[40, 3381, 419, 5700, 572, 29831, 11, 358, 37574, 432, 13, 715, 43434, 25, 1096, 5700, 374]","[40, 3381, 419, 5700, 572, 7897, 11, 358, 10245, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,17,True,,,,
toy_train,2,toy-train-pos-001,toy-train-neg-001,1,0,"I thought this movie was amazing, I loved it. 
Conclusion: This movie is","I thought this movie was awful, I disliked it. 
Conclusion: This movie is","'I thought this movie was amazing, I loved it. \nConclusion: This movie is'","'I thought this movie was awful, I disliked it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320616d617a696e672c2049206c6f7665642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,492074686f756768742074686973206d6f7669652077617320617766756c2c2049206469736c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,2f3aaecef7f086c9bfd26b85a34ecdc5640448a071c16e9f2b05648608f2b130,4b10b87a6258f566760a4efe1abcf0cb6efb7d72f3eb641be7a4a4ebbb3a15e7,"[40, 3381, 419, 5700, 572, 7897, 11, 358, 10245, 432, 13, 715, 43434, 25, 1096, 5700, 374]","[40, 3381, 419, 5700, 572, 24607, 11, 358, 98633, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,17,True,,,,
toy_train,3,toy-train-neg-001,toy-train-pos-002,0,1,"I thought this movie was awful, I disliked it. 
Conclusion: This movie is","I thought this movie was awesome, I liked it. 
Conclusion: This movie is","'I thought this movie was awful, I disliked it. \nConclusion: This movie is'","'I thought this movie was awesome, I liked it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320617766756c2c2049206469736c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,492074686f756768742074686973206d6f7669652077617320617765736f6d652c2049206c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,4b10b87a6258f566760a4efe1abcf0cb6efb7d72f3eb641be7a4a4ebbb3a15e7,1068b25c6dfc221ab3269d93aa2cfe794cece10e4a6362c459d4c4abd819941e,"[40, 3381, 419, 5700, 572, 24607, 11, 358, 98633, 432, 13, 715, 43434, 25, 1096, 5700, 374]","[40, 3381, 419, 5700, 572, 12456, 11, 358, 14915, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,17,True,,,,
toy_train,4,toy-train-pos-002,toy-train-neg-002,1,0,"I thought this movie was awesome, I liked it. 
Conclusion: This movie is","I thought this movie was bad, I hated it. 
Conclusion: This movie is","'I thought this movie was awesome, I liked it. \nConclusion: This movie is'","'I thought this movie was bad, I hated it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320617765736f6d652c2049206c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,492074686f756768742074686973206d6f76696520776173206261642c20492068617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,1068b25c6dfc221ab3269d93aa2cfe794cece10e4a6362c459d4c4abd819941e,ba6fe5627e352d029bda58d5d9ca10060bfd2b1f419ff7dd2de311ff8b03d6bb,"[40, 3381, 419, 5700, 572, 12456, 11, 358, 14915, 432, 13, 715, 43434, 25, 1096, 5700, 374]","[40, 3381, 419, 5700, 572, 3873, 11, 358, 37574, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,17,True,,,,
toy_train,5,toy-train-neg-002,toy-train-pos-003,0,1,"I thought this movie was bad, I hated it. 
Conclusion: This movie is","I thought this movie was beautiful, I appreciated it. 
Conclusion: This movie is","'I thought this movie was bad, I hated it. \nConclusion: This movie is'","'I thought this movie was beautiful, I appreciated it. \nConclusion: This movie is'",492074686f756768742074686973206d6f76696520776173206261642c20492068617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,492074686f756768742074686973206d6f766965207761732062656175746966756c2c20492061707072656369617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,ba6fe5627e352d029bda58d5d9ca10060bfd2b1f419ff7dd2de311ff8b03d6bb,74a299535ed89cef1054b821a2294c14375d9bff5db127989fb36cd5f3c4cddc,"[40, 3381, 419, 5700, 572, 3873, 11, 358, 37574, 432, 13, 715, 43434, 25, 1096, 5700, 374]","[40, 3381, 419, 5700, 572, 6233, 11, 358, 25808, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,17,True,,,,
toy_train,6,toy-train-pos-003,toy-train-neg-003,1,0,"I thought this movie was beautiful, I appreciated it. 
Conclusion: This movie is","I thought this movie was boring, I disliked it. 
Conclusion: This movie is","'I thought this movie was beautiful, I appreciated it. \nConclusion: This movie is'","'I thought this movie was boring, I disliked it. \nConclusion: This movie is'",492074686f756768742074686973206d6f766965207761732062656175746966756c2c20492061707072656369617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,492074686f756768742074686973206d6f7669652077617320626f72696e672c2049206469736c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,74a299535ed89cef1054b821a2294c14375d9bff5db127989fb36cd5f3c4cddc,34bf3121b974e4af9d8901a1031784f9a7317a08d31adeb5d327e66e4ab01c50,"[40, 3381, 419, 5700, 572, 6233, 11, 358, 25808, 432, 13, 715, 43434, 25, 1096, 5700, 374]","[40, 3381, 419, 5700, 572, 27759, 11, 358, 98633, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,17,True,,,,
toy_train,7,toy-train-neg-003,toy-train-pos-004,0,1,"I thought this movie was boring, I disliked it. 
Conclusion: This movie is","I thought this movie was brilliant, I admired it. 
Conclusion: This movie is","'I thought this movie was boring, I disliked it. \nConclusion: This movie is'","'I thought this movie was brilliant, I admired it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320626f72696e672c2049206469736c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,492074686f756768742074686973206d6f76696520776173206272696c6c69616e742c20492061646d697265642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,34bf3121b974e4af9d8901a1031784f9a7317a08d31adeb5d327e66e4ab01c50,a6c66b506260eaa4acbccc61a7a9264b2c7682cb0f55763d89ea9c959ead560a,"[40, 3381, 419, 5700, 572, 27759, 11, 358, 98633, 432, 13, 715, 43434, 25, 1096, 5700, 374]","[40, 3381, 419, 5700, 572, 19752, 11, 358, 63647, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,17,True,,,,
toy_train,8,toy-train-pos-004,toy-train-neg-004,1,0,"I thought this movie was brilliant, I admired it. 
Conclusion: This movie is","I thought this movie was depressing, I hated it. 
Conclusion: This movie is","'I thought this movie was brilliant, I admired it. \nConclusion: This movie is'","'I thought this movie was depressing, I hated it. \nConclusion: This movie is'",492074686f756768742074686973206d6f76696520776173206272696c6c69616e742c20492061646d697265642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,492074686f756768742074686973206d6f766965207761732064657072657373696e672c20492068617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,a6c66b506260eaa4acbccc61a7a9264b2c7682cb0f55763d89ea9c959ead560a,b28afee521421c7a201f320b7f41872635d6dd9424aabc94915bded9f24c02fb,"[40, 3381, 419, 5700, 572, 19752, 11, 358, 63647, 432, 13, 715, 43434, 25, 1096, 5700, 374]","[40, 3381, 419, 5700, 572, 70710, 11, 358, 37574, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,17,True,,,,
toy_train,9,toy-train-neg-004,toy-train-pos-005,0,1,"I thought this movie was depressing, I hated it. 
Conclusion: This movie is","I thought this movie was charming, I enjoyed it. 
Conclusion: This movie is","'I thought this movie was depressing, I hated it. \nConclusion: This movie is'","'I thought this movie was charming, I enjoyed it. \nConclusion: This movie is'",492074686f756768742074686973206d6f766965207761732064657072657373696e672c20492068617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,492074686f756768742074686973206d6f7669652077617320636861726d696e672c204920656e6a6f7965642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,b28afee521421c7a201f320b7f41872635d6dd9424aabc94915bded9f24c02fb,0f7d3cee7a9bbf650326001829a13cae033c3f9931f280cc8ab87806d88431c5,"[40, 3381, 419, 5700, 572, 70710, 11, 358, 37574, 432, 13, 715, 43434, 25, 1096, 5700, 374]","[40, 3381, 419, 5700, 572, 34409, 11, 358, 14006, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,17,True,,,,
toy_train,10,toy-train-pos-005,toy-train-neg-005,1,0,"I thought this movie was charming, I enjoyed it. 
Conclusion: This movie is","I thought this movie was disastrous, I disliked it. 
Conclusion: This movie is","'I thought this movie was charming, I enjoyed it. \nConclusion: This movie is'","'I thought this movie was disastrous, I disliked it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320636861726d696e672c204920656e6a6f7965642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,492074686f756768742074686973206d6f7669652077617320646973617374726f75732c2049206469736c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,0f7d3cee7a9bbf650326001829a13cae033c3f9931f280cc8ab87806d88431c5,cdd4de1853d8193ee9e895427cb51af7442e0d68248241de58eb4dd1a75ab181,"[40, 3381, 419, 5700, 572, 34409, 11, 358, 14006, 432, 13, 715, 43434, 25, 1096, 5700, 374]","[40, 3381, 419, 5700, 572, 51957, 11, 358, 98633, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,17,True,,,,
toy_train,11,toy-train-neg-005,toy-train-pos-006,0,1,"I thought this movie was disastrous, I disliked it. 
Conclusion: This movie is","I thought this movie was cheerful, I loved it. 
Conclusion: This movie is","'I thought this movie was disastrous, I disliked it. \nConclusion: This movie is'","'I thought this movie was cheerful, I loved it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320646973617374726f75732c2049206469736c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,492074686f756768742074686973206d6f7669652077617320636865657266756c2c2049206c6f7665642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,cdd4de1853d8193ee9e895427cb51af7442e0d68248241de58eb4dd1a75ab181,8272d47be9ec112c34006582f771691f58c40834398141bff93f7e2d609a988f,"[40, 3381, 419, 5700, 572, 51957, 11, 358, 98633, 432, 13, 715, 43434, 25, 1096, 5700, 374]","[40, 3381, 419, 5700, 572, 70314, 11, 358, 10245, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,17,True,,,,
